00001_CARD_NAME;Power Up;力量提升;
00132_CARD_TEXT;At the end of the enemy turn, summon Tikis until there are 4 enemies in play. \nReinforcements remaining: {dynamic_number|life|0}.;在敌方回合结束时，召唤提基，直到场上有 4 个敌人。 \n剩余援军：{dynamic_number|life|0}。;
00133_CARD_NAME;Underground Brigand;地下暴匪;
00134_CARD_NAME;Groundshaker;撼地器;
00135_CARD_NAME;Flamethrower;喷火器;
00136_CARD_NAME;Tremors;震动;
00136_CARD_TEXT;For every 5 cards played in a turn, deal {dynamic_number|damage|0} damage to the leading hero. (Remaning card plays: {dynamic_number|life|0}.);在一个回合中，每打出 5 张牌，就对领军的英雄造成 {dynamic_number|damage|0} 点伤害。（剩余牌数：{dynamic_number|life|0}。）;
00137_CARD_NAME;Underground Boss;地下首领;
00138_CARD_NAME;Devil Drummer;恶魔鼓手;
00139_CARD_NAME;Renovator bot;翻新机器人;
00140_CARD_NAME;Bond of Friendship;友谊的纽带;
00140_CARD_TEXT;Seeks revenge if their friend is killed.;如果他们的朋友被杀，就会寻求报复。;
00141_CARD_NAME;Revenge;报复;
00141_CARD_TEXT;Gain {dynamic_number|life|0} {power}.;获得 {dynamic_number|life|0} 点{power}。;
00142_CARD_NAME;Command Dance!;命令之舞！;
00142_CARD_TEXT;At the end of each turn, the hero loses 2 life for each stack of Command Dance! they have. Reduce stacks by 1 whenever the heroes swap. ({dynamic_number|life|0} stacks.);在每个回合结束时，英雄每拥有一层命令之舞！就会失去 2 点生命值。每当英雄交换时，都会减少一层。（{dynamic_number|life|0} 层。）;
00143_CARD_NAME;On Fire;燃烧;
00143_CARD_TEXT;At the end of each turn, the hero in this position takes {dynamic_number|life|0} damage.\nWhenever you swap, reduce on fire stacks by 2.;在每个回合结束时，此位置的英雄受到 {dynamic_number|life|0} 点伤害。\n每当你进行交换，减少 2 层火焰堆叠。;
00144_CARD_NAME;The Avatar;化身;
00145_CARD_NAME;Avatar of Mist;迷雾化身;
00145_CARD_TEXT;<b>Dissolves</b> the heroes' deck over the course of the battle.;在战斗过程中<b>解除</b>英雄的牌组。;
00146_CARD_NAME;Vaporise;汽化;
00146_CARD_TEXT;{retain}\nA card in your hand gains {exhaust} until the end of the turn.\n{exhaust};{retain}\n你手中的一张牌获得{exhaust}，直到回合结束。\n{exhaust};
00147_CARD_NAME;Lord of the Mists;迷雾之主;
00147_CARD_TEXT;Whenever Avatar of Mist deals life damage, {exhaust} the top 2 cards of the players deck.\nEach 100 life Avatar of Mist loses, {exhaust} 2 cards from the player's discard.\nActivates in: {dynamic_number|life|0} damage.;每当迷雾化身造成生命值伤害时，{exhaust}玩家牌组的前 2 张牌。\n迷雾化身每失去 100 点生命值，从玩家的弃牌中{exhaust} 2 张牌。\n激活于：{dynamic_number|life|0} 点伤害。;
00148_CARD_NAME;Mist Wisp;一缕迷雾;
00149_CARD_NAME;Avatar of Needles;刺针化身;
00149_CARD_TEXT;Takes at most 10 damage per hit.\n\nStrikes the heroes with a flurry of attacks.;每次命中最多受到 10 点伤害。\n\n用一连串的攻击来打击英雄们。;
00150_CARD_NAME;Monarch of Blades;刀锋君主;
00150_CARD_TEXT;Avatar of Needles takes no more than 10 damage from any hit.\nAvatar of Needles gains {block|20} each turn.;刺针化身最多受到任何命中的 10 点伤害。\n刺针化身每回合获得 {block|20}。;
00151_CARD_NAME;Needles;刺针;
00151_CARD_TEXT;{retain}\nDeal 10 damage to the leading hero. \n{exhaust};{retain}\n对领军的英雄造成 10 点伤害。 \n{exhaust};
00152_CARD_NAME;Curse;诅咒;
00152_CARD_TEXT;This card has no effect.;这张牌没有效果。;
00153_CARD_NAME;Weight of the World;世界之重;
00153_CARD_TEXT;All cards have {retain}.;所有的牌都有{retain}。;
00154_CARD_NAME;Final Upgrade;最终升级;
00154_CARD_TEXT;The next segment gains {dynamic_number|life|0} {power} and final upgrade.;下一节获得 {dynamic_number|life|0} {power}并最终升级。;
00155_CARD_NAME;Pocket Ink II;袖珍墨水 II;
00155_CARD_TEXT;Start chapters one and two with an additional random ink.;第一章和第二章以一个额外的随机墨水开始。;
00156_CARD_NAME;Avatar of Greed;贪婪化身;
00156_CARD_TEXT;Increases the cost of the heroes' cards.;增加英雄的卡牌的消耗。;
00157_CARD_NAME;Eye for an Eye;以眼还眼;
00157_CARD_RAGE_TEXT;{heroic}, {retain}\nUntil the start of your next turn, whenever Seifer takes damage, deal twice that much damage to all enemies.;{heroic}，{retain}\n直到你下一回合开始，每当塞弗受到伤害时，对所有敌人造成两倍的伤害。;
00157_CARD_TEXT;{heroic}, {retain}\nUntil the start of your next turn, whenever Seifer takes damage, deal that much damage to all enemies.;{heroic}，{retain}\n直到你下一回合开始，每当塞弗受到伤害时，对所有敌人造成同样的伤害。;
00158_CARD_NAME;Blade Barrier;剑刃屏障;
00158_CARD_TEXT;{heroic}\nAttack for {dynamic_number|power|4}. Gain {blocknumberless} equal to the damage dealt.;{heroic}\n攻击 {dynamic_number|power|4} 点。获得与所造成伤害相等的{blocknumberless}。;
00159_CARD_NAME;Flurry;乱箭;
00159_CARD_TEXT;Attack the leading enemy for {dynamic_number|power|10}.\nWhenever you draw a card this turn, deal 4 damage to the leading enemy.;攻击领军的敌人 {dynamic_number|power|10} 点。\n本回合每当你抽一张牌，就会对领先的敌人造成 4 点伤害。;
00160_CARD_NAME;Mortars;迫击炮;
00160_CARD_TEXT;Attack a random enemy for {dynamic_number|power|3}. Repeat for each card you've played this turn. ({dynamic_number|storm|0});攻击一个随机的敌人 {dynamic_number|power|3} 点。本回合你已经打出的每一张牌都会使此牌重复攻击一次。（{dynamic_number|storm|0}）;
00161_CARD_NAME;Take Cover;取得掩护;
00161_CARD_TEXT;Whenever Sharra takes damage from an enemy attack, she retreats and gains 4 {power} next turn.;每当莎拉被攻击时，她会撤退并在下一回合获得 4 点{power}。;
00162_CARD_NAME;Garudan's Talon;格鲁丹利爪;
00162_CARD_TEXT;Whenever you damage more than one enemy with a single card, draw a card. It costs {faeria|1} less this turn.;每当你用一张牌伤害一个以上的敌人时，抽一张牌。本回合消耗减少 {faeria|1}。;
00163_CARD_NAME;Knight's Pauldrons;骑士肩铠;
00163_CARD_TEXT;The first time each battle the other hero would take lethal damage, swap the heroes and gain {block|12}.;每场战斗中，另一英雄首次受到致命伤害时，交换英雄并获得 {block|12}。;
00164_CARD_NAME;Eye for an Eye;以眼还眼;
00164_CARD_TEXT;Until the start of your next turn, whenever Seifer takes damage, deal that much damage to all enemies. {dynamic_number|life|0} stacks.;直到你下一回合开始，每当塞弗受到伤害时，对所有敌人造成同样的伤害。{dynamic_number|life|0} 层。;
00165_CARD_NAME;Duke of Excess;浪费公爵;
00165_CARD_TEXT;At the start of the battle, increase the cost of cards in the heroes' deck by {faeria|1}.;在战斗开始时，将英雄牌组中的卡牌消耗增加 {faeria|1}。;
00167_CARD_NAME;Mania;狂热;
00167_CARD_RAGE_TEXT;Attack an enemy for an amount equal to Seifer's rage. ({dynamic_number|power|0})\nSet Seifer's rage to 10.;攻击一个敌人，攻击值等于塞弗的愤怒值。（{dynamic_number|power|0}）\n将塞弗的愤怒值设为 10。;
00167_CARD_TEXT;Attack an enemy for an amount equal to Seifer's rage. ({dynamic_number|power|0})\nSet Seifer's rage to 5.;攻击一个敌人，攻击值等于塞弗的愤怒值。（{dynamic_number|power|0}）\n将塞弗的愤怒值设为 5。;
00168_CARD_NAME;Burning Ground;燃烧地面;
00168_CARD_TEXT;Whenever the hero in this position plays a card, they take 5 damage.\nLasts {dynamic_number|life|0} turns.;每当这个位置的英雄打出一张牌，就会受到 5 点伤害。\n持续 {dynamic_number|life|0} 回合。;
00169_CARD_NAME;Permanent Vulnerablility;永久脆弱;
00169_CARD_TEXT;Take 33% more damage from attacks.;受到的攻击伤害增加 33%。;
00170_CARD_NAME;Living Wall;活体墙;
00171_CARD_NAME;Hungry Tentacles;饥饿触手;
00171_CARD_TEXT;Whenever a hero attacks this wall, it deals {dynamic_number|life|0} damage to the leading hero.;每当一个英雄攻击这面墙时，它对领军的英雄造成 {dynamic_number|life|0} 点伤害。;
00172_CARD_NAME;Swinging Guillotine;摇摆断头台;
00173_CARD_NAME;Inertia;惯性;
00173_CARD_TEXT;Whenever Swinging Guillotine takes damage, it loses {dynamic_number|life|0} {power} until the end of the turn.;每当摇摆断头台受到伤害时，它将失去 {dynamic_number|life|0} 点{power}，直到回合结束。;
00174_CARD_NAME;Boulder Run;巨石滚动;
00174_CARD_TEXT;Boulder Run cannot be destroyed.\nBoulder run gains 5 {power} each turn.\nSwap {dynamic_number|life|0} times to win the battle.;巨石滚动无法被破坏。\n巨石滚动每回合获得 5 点{power}。\n交换 {dynamic_number|life|0} 次以赢得战斗。;
00175_CARD_NAME;Crystal Lock;水晶锁;
00175_CARD_TEXT;Crystal Door can only be destroyed by dealing exactly {dynamic_number|bearerLife|0} damage in one turn.;水晶门只能通过在一回合内正好造成 {dynamic_number|bearerLife|0} 点伤害才能破坏。;
00176_CARD_NAME;Moving Pieces;移动棋子;
00176_CARD_TEXT;Whenever the heroes swap, this takes {dynamic_number|life|0} damage.;每当英雄互换时，这张牌受到 {dynamic_number|life|0} 点伤害。;
00177_CARD_NAME;Boulder Run;巨石滚动;
00178_CARD_NAME;Crystal Door;水晶门;
00179_CARD_NAME;Puzzling Wall;迷惑墙;
00180_CARD_NAME;Flame Stoker;火焰司炉;
00180_CARD_RAGE_TEXT;{ally}\n{aggressive}\nThis {ally} has additional {spirit} equal to your draw pile size.;{ally}\n{aggressive}\n此{ally}有额外的{spirit}，数值等于你抽牌堆的牌数。;
00180_CARD_TEXT;{ally}\n{aggressive}\nThis {ally} has additional {spirit} equal to your draw pile size.;{ally}\n{aggressive}\n此{ally}有额外的{spirit}，数值等于你抽牌堆的牌数。;
00181_CARD_NAME;Hate Seed;仇恨之种;
00181_CARD_RAGE_TEXT;{ally}\n{aggressive}\nWhenever a hero takes damage, Hate Seed gains {spirit} equal to the damage taken.;{ally}\n{aggressive}\n每当一个英雄受到伤害时，仇恨之种会获得与所受伤害相等的{spirit}。;
00181_CARD_TEXT;{ally}\n{aggressive}\nWhenever a hero takes damage, Hate Seed gains {spirit} equal to the damage taken.;{ally}\n{aggressive}\n每当一个英雄受到伤害时，仇恨之种会获得与所受伤害相等的{spirit}。;
00182_CARD_NAME;Windstorm Colossus;风暴巨像;
00182_CARD_TEXT;{ally}\n{aggressive}\nWhenever the heroes play a card, decrease the cost of Windstorm Colossus by {faeria|1}.;{ally}\n{aggressive}\n每当英雄们打出卡牌时，风暴巨像的消耗就会降低 {faeria|1}。;
00185_CARD_NAME;Triton Trainer;崔顿教练;
00185_CARD_TEXT;{ally}\nAt the start of your turn, the back hero gains {power} equal to Triton Trainer's spirit value.;{ally}\n在你的回合开始时，后方的英雄获得相当于崔顿教练精神力的{power}。;
00186_CARD_NAME;Exotic Pet;异国宠物;
00186_CARD_TEXT;{ally}\nWhenever the leading hero plays a card, deal damage equal to this ally's {spirit} to the leading enemy. ({dynamic_number|life|0});{ally}\n每当领军英雄打出一张牌，就对领军的敌人造成等于此盟友的{spirit}的伤害。（{dynamic_number|life|0}）;
00189_CARD_NAME;Windstorm Charger;暴风骑士;
00189_CARD_TEXT;{ally}\nWhenever the heroes swap, deal damage to all enemies equal to this ally's {spirit}.;{ally}\n每当英雄交换时，对所有敌人造成等于此盟友{spirit}的伤害。;
00190_CARD_NAME;Seifer's Wrath;塞弗之怒;
00190_CARD_RAGE_TEXT;Attack for {dynamic_number|power|8}.\nThis does not use up Seifer's Rage.;攻击 {dynamic_number|power|8}。\n这不会消耗塞弗的愤怒。;
00190_CARD_TEXT;Attack for {dynamic_number|power|4}.\nWhen Seifer becomes enraged, add this to your hand.;攻击 {dynamic_number|power|4}。\n当塞弗被激怒时，将此牌加入你的手牌。;
00193_CARD_NAME;Bold Bargainer;莽撞交易者;
00193_CARD_TEXT;{ally}\n{spiritless}\n{activate} - Discard a card, then gain {faeria|1}.;{ally}\n{spiritless}\n{activate} - 丢弃一张牌，然后获得 {faeria|1}。;
00194_CARD_NAME;Follow the Boss;跟随头目;
00194_CARD_RAGE_TEXT;{heroic}\nAll your {aggressive} <b>allies</b> attack.;{heroic}\n你所有的{aggressive}<b>盟友</b>都会进行攻击。;
00194_CARD_TEXT;{heroic}\nMake an {aggressive} {ally} attack.;{heroic}\n进行一次{aggressive}{ally}攻击。;
00195_CARD_NAME;Eye for an Eye;以眼还眼;
00195_CARD_TEXT;Until the start of your next turn, whenever Seifer takes damage, deal twice that much damage to all enemies. {dynamic_number|life|0} stacks.;直到你下一回合开始，每当塞弗受到伤害时，对所有敌人造成两倍的伤害。{dynamic_number|life|0} 层。;
00196_CARD_NAME;Doomed Coin;厄运硬币;
00196_CARD_TEXT;{retain}\nGain {faeria|3}.\nYou cannot draw cards this turn.\nAt the end of the turn, add 2 doomed coins to your hand.\n{exhaust};{retain}\n获得 {faeria|3}。\n本回合你不能抽牌。\n在回合结束时，将 2 张厄运硬币加入你的手牌。\n{exhaust};
00197_CARD_NAME;Nekomata;猫又;
00198_CARD_NAME;Rakoan Reinforcements;瑞寇增援;
00198_CARD_TEXT;At the end of the enemy turn, if there are less than 3 enemies in play, summon a Rakoan Shieldmate.;在敌方回合结束时，如果游戏中的敌人少于 3 个，则召唤一个瑞寇盾牌手。;
00199_CARD_NAME;Lotus;莲花;
00200_CARD_NAME;Taunt;嘲讽;
00200_CARD_TEXT;Enemies without taunt cannot be targeted.;没有嘲讽的敌人无法成为目标。;
00201_CARD_NAME;Fix'em Up;进行修复;
00201_CARD_TEXT;At the end of the enemy turn, return all destroyed enemies to the field. This creature takes {dynamic_number|life|0} damage for each returned enemy.;在敌方回合结束时，将所有已破坏的敌人送回场内。每送回一个敌人，此生物会受到 {dynamic_number|life|0} 点伤害。;
00202_CARD_NAME;Vital Energy;生命能量;
00202_CARD_TEXT;When this creature dies, all other creatures gain {dynamic_number|life|0} {power}.;当此生物死亡时，所有其他生物获得 {dynamic_number|life|0} 点{power}。;
00203_CARD_NAME;Focused Prism;聚焦棱镜;
00203_CARD_SUFFIX_TEXT;Draw a card.\nDiscard a card.;抽一张牌。\n丢弃一张牌。;
00203_CARD_TEXT;Draw a card.\nDiscard a card.;抽一张牌。\n丢弃一张牌。;
00204_CARD_NAME;Raw Ruby;原始红宝石;
00204_CARD_TEXT;Hero attacks from this card deal +3 damage.;英雄通过这张牌的攻击造成的伤害 +3。;
00205_CARD_NAME;Gem of Growth;成长宝石;
00205_CARD_TEXT;This {ally} gains 1 {spirit}.;此{ally}获得 1 点{spirit}。;
00206_CARD_NAME;Extra Treasure II;额外宝物 II;
00206_CARD_TEXT;Place an extra visible Treasure in each Chapter. (2 extras total);在每一章中放置一个额外的可见宝物。（共 2 个）;
00207_CARD_NAME;Rainbow Yak;彩虹牦牛;
00208_CARD_NAME;Dragonfire;龙火;
00208_CARD_RAGE_TEXT;{heroic}\nAttack for {dynamic_number|power|20}. \nWhenever you defeat a boss or elite battle, this gains + 5 attack permanently.;{heroic}\n攻击 {dynamic_number|power|20} 点。 \n每当你击败一个头目或精英战斗，这张牌就会永久获得 +5 攻击。;
00208_CARD_TEXT;{heroic}\nAttack for {dynamic_number|power|5}. \nWhenever you defeat a boss or elite battle, this gains + 5 attack permanently.;{heroic}\n攻击 {dynamic_number|power|5} 点。 \n每当你击败一个头目或精英战斗，这张牌就会永久获得 +5 攻击。;
00209_CARD_NAME;Shoot'Em Up;全面射击;
00209_CARD_TEXT;Attack all enemies for {dynamic_number|power|20}.\nWhenever you defeat an elite or boss battle, this card permanently gains +5 attack.;攻击所有敌人 {dynamic_number|power|20} 点。\n，每当你击败一个精英或头目战斗，这张牌就会永久获得 +5 攻击。;
00210_CARD_NAME;Kappa Growth;河童成长;
00210_CARD_TEXT;Aurora gains +1 max life.\n{exhaust}.;奥罗拉获得 +1 最大生命值。\n{exhaust}。;
00211_CARD_NAME;Dragon Spirit;龙灵;
00211_CARD_TEXT;Gain {dynamic_number|courage|1} {courage}.\nWhenever you defeat an elite or boss battle, permanently increase the amount of courage gained by 1.;获得 {dynamic_number|courage|1} {courage}。\n，每当你击败一个精英或头目战斗，永久增加获得的勇气数量 1 点。;
00212_CARD_NAME;Dark Temper;黑暗脾气;
00212_CARD_RAGE_TEXT;{heroic}\nAttack for {dynamic_number|power|12} twice.\nWhenever you add a card to your deck, this gains +1 attack permanently.;{heroic}\n攻击 {dynamic_number|power|12} 点，两次。\n每当你向你的牌组增加一张牌时，此牌永久获得 +1 攻击。;
00212_CARD_TEXT;{heroic}\nAttack for {dynamic_number|power|12}\nWhenever you add a card to your deck, this gains +1 attack permanently.;{heroic}\n攻击 {dynamic_number|power|12} 点。\n每当你向你的牌组增加一张牌时，此牌永久获得 +1 攻击。;
00213_CARD_NAME;Alchemy II;炼金术 II;
00213_CARD_TEXT;Hides an additional Alchemist in each chapter. Alchemists can transform one of your cards into a powerful new card.;在每章中隐藏一个额外的炼金术士。 炼金术士可以将你的一张牌转化为强大的新牌。;
00214_CARD_NAME;Headbang;头部撞击;
00214_CARD_TEXT;{combo}, {stacks}\nSorocco gains 3 {power} for his next attack.\n{exhaust};{combo}，{stacks}\n索洛科的下一次攻击获得 3 点{power}。\n{exhaust};
